step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
155,TRANSFER,1166116.74,C60770384,36451.0,0.0,C574344866,0.0,1166116.74,0,0
331,CASH_OUT,186008.72,C71082863,0.0,0.0,C1983948609,222913.23,408921.95,0,0
612,CASH_OUT,332014.11,C439384598,0.0,0.0,C66339766,2497821.47,2829835.58,0,0
249,TRANSFER,3879669.76,C754455797,3879669.76,0.0,C2131616208,0.0,0.0,1,0
736,TRANSFER,172915.56,C809421762,172915.56,0.0,C922949520,0.0,0.0,1,0
26,TRANSFER,369186.87,C1879175902,369186.87,0.0,C900709443,0.0,0.0,1,0
546,CASH_OUT,161034.8,C1196572725,52107.0,0.0,C203998377,0.0,161034.8,0,0
66,CASH_OUT,107188.41,C2059976574,107188.41,0.0,C1021456304,696135.43,803323.83,1,0
232,CASH_OUT,75643.49,C318362977,0.0,0.0,C787536921,374902.35,450545.84,0,0
562,CASH_OUT,2305939.38,C2131356877,2305939.38,0.0,C1797345744,0.0,2305939.38,1,0
260,CASH_OUT,76432.16,C1898130298,0.0,0.0,C1404623906,91611.87,168044.03,0,0
236,CASH_OUT,214826.08,C87926801,7643.0,0.0,C701599889,0.0,214826.08,0,0
164,CASH_OUT,185141.93,C536908685,184159.0,0.0,C53385009,245622.1,430764.04,0,0
396,CASH_OUT,38669.14,C556571719,0.0,0.0,C285051464,196751.38,13407.67,0,0
330,CASH_OUT,489113.04,C78565488,24.0,0.0,C1888347944,0.0,489113.04,0,0
8,TRANSFER,43092.0,C1683174795,43092.0,0.0,C427998326,0.0,0.0,1,0
347,CASH_OUT,7116.77,C1702408693,0.0,0.0,C1409379367,877704.6,884821.37,0,0
36,CASH_OUT,323309.23,C154940951,0.0,0.0,C1589608184,475280.52,798589.75,0,0
131,TRANSFER,10000000.0,C2046014385,17476725.66,7476725.66,C97016938,0.0,0.0,1,0
441,CASH_OUT,107363.54,C1926290864,107363.54,0.0,C1072661124,254832.73,362196.27,1,0
475,CASH_OUT,11424.36,C358552175,11424.36,0.0,C11759889,155495.9,166920.26,1,0
352,CASH_OUT,141818.99,C512433427,0.0,0.0,C1175570823,234144.86,375963.85,0,0
557,TRANSFER,776303.43,C137450034,776303.43,0.0,C97544246,0.0,0.0,1,0
131,CASH_OUT,228209.79,C869645108,9443.0,0.0,C748336878,0.0,228209.79,0,0
659,CASH_OUT,1321984.45,C1969225423,1321984.45,0.0,C402356824,0.0,1321984.45,1,0
38,CASH_OUT,210907.61,C1739679353,35419.0,0.0,C753084282,6119332.73,6330240.34,0,0
143,CASH_OUT,218978.63,C1533875015,0.0,0.0,C1406656948,9949974.54,10168953.18,0,0
354,CASH_OUT,104529.51,C1243717471,0.0,0.0,C681731451,4969860.12,5074389.64,0,0
277,TRANSFER,210253.92,C1343608242,2133.0,0.0,C1704155253,1241687.0,1451940.92,0,0
326,CASH_OUT,26227.21,C1921092126,0.0,0.0,C853900891,189955.3,216182.51,0,0
212,CASH_OUT,74455.89,C1538248104,0.0,0.0,C1055801996,1022718.75,1097174.63,0,0
380,CASH_OUT,3070709.95,C1489638562,3070709.95,0.0,C1524302218,0.0,3070709.95,1,0
541,CASH_OUT,3297243.38,C1395197193,3297243.38,0.0,C1975481357,22757.65,3320001.02,1,0
39,TRANSFER,18887.0,C725825783,18887.0,0.0,C236787500,0.0,0.0,1,0
527,CASH_OUT,6087.58,C645627086,6087.58,0.0,C616112992,3584904.5,3590992.07,1,0
586,CASH_OUT,245991.5,C1152264725,245991.5,0.0,C552488033,54630.66,300622.16,1,0
521,CASH_OUT,48734.24,C1897399258,48734.24,0.0,C1433317922,547479.72,596213.96,1,0
225,CASH_OUT,10276.87,C1047280731,10276.87,0.0,C37115325,950042.35,960319.22,1,0
227,CASH_OUT,24112.52,C756735446,0.0,0.0,C2062726696,46372.33,70484.84,0,0
158,CASH_OUT,332209.99,C1107944561,971.0,0.0,C1849775465,37578.38,369788.37,0,0
353,TRANSFER,275082.0,C229722378,275082.0,0.0,C167926085,0.0,0.0,1,0
610,CASH_OUT,298754.96,C87645050,298754.96,0.0,C1812719573,1865811.93,2164566.89,1,0
619,CASH_OUT,2341474.44,C1090006952,2341474.44,0.0,C264963065,18780.15,2360254.6,1,0
306,CASH_OUT,513813.1,C1783639529,0.0,0.0,C1466869970,637042.31,1150855.41,0,0
33,CASH_OUT,120082.61,C384600586,3380.0,0.0,C1275188465,99835.18,219917.79,0,0
378,CASH_OUT,22978.47,C1321057121,352577.5,329599.03,C874824883,1561225.62,1584204.09,0,0
638,CASH_OUT,43996.54,C103861454,43996.54,0.0,C1002939134,808284.11,852280.66,1,0
72,TRANSFER,3243092.91,C891068137,3243092.91,0.0,C177386089,0.0,0.0,1,0
184,TRANSFER,220132.91,C47162578,110732.0,0.0,C123748476,0.0,220132.91,0,0
2,CASH_OUT,963532.14,C430329518,963532.14,0.0,C991505714,132382.57,1095914.71,1,0
143,CASH_OUT,810599.16,C1150396076,810599.16,0.0,C1385705037,971634.6,1782233.77,1,0
262,CASH_OUT,328427.77,C1592579801,328427.77,0.0,C1306965361,49762.33,378190.1,1,0
14,CASH_OUT,577067.09,C1356211613,2340.0,0.0,C414762520,151.0,305351.32,0,0
327,CASH_OUT,321921.57,C27323385,0.0,0.0,C1991085578,1242463.69,1564385.26,0,0
236,TRANSFER,14611.57,C1963209544,0.0,0.0,C2019799956,24496.28,39107.85,0,0
735,CASH_OUT,417103.68,C1450763584,417103.68,0.0,C1377830519,34232.06,451335.75,1,0
395,CASH_OUT,252649.3,C1546069542,486928.1,234278.8,C1750392668,956379.43,1209028.73,0,0
357,TRANSFER,729105.91,C1042114558,0.0,0.0,C1711055611,1543388.56,2272494.48,0,0
137,CASH_OUT,303586.48,C562063841,45370.0,0.0,C1646480899,298418.12,602004.6,0,0
331,CASH_OUT,54271.9,C252607596,501991.98,447720.08,C147093166,985808.44,1040080.34,0,0
355,CASH_OUT,30593.26,C2103193328,11872.0,0.0,C1163702930,0.0,30593.26,0,0
26,CASH_OUT,37065.55,C281192595,37065.55,0.0,C514736179,1396327.66,1433393.21,1,0
514,CASH_OUT,137605.04,C1580498026,137605.04,0.0,C191934228,0.0,137605.04,1,0
477,TRANSFER,9639524.7,C1490771263,9639524.7,0.0,C486822956,0.0,0.0,1,0
306,TRANSFER,850530.59,C1303640793,850530.59,0.0,C2112578501,0.0,0.0,1,0
222,CASH_OUT,1388774.78,C1239064572,1388774.78,0.0,C634051834,411942.91,1800717.69,1,0
18,CASH_OUT,5642.02,C581970060,0.0,0.0,C359384521,1423828.19,1429470.21,0,0
618,TRANSFER,34473.07,C1080532676,34473.07,0.0,C707184828,0.0,0.0,1,0
670,CASH_OUT,1001446.44,C1868561547,1001446.44,0.0,C597212846,0.0,1001446.44,1,0
22,TRANSFER,379878.0,C336424141,379878.0,0.0,C404961694,0.0,0.0,1,0
181,CASH_OUT,61382.46,C388694755,125644.0,64261.54,C1814394801,2879.0,64261.46,0,0
719,TRANSFER,366896.03,C1253782028,366896.03,0.0,C2141598336,0.0,0.0,1,0
589,TRANSFER,271275.01,C1358042965,0.0,0.0,C216013738,1601237.29,1872512.3,0,0
359,TRANSFER,45271.85,C1007340530,45271.85,0.0,C527429443,0.0,0.0,1,0
307,CASH_OUT,385979.77,C1354745010,177429.82,0.0,C551427160,688573.73,1074553.5,0,0
735,CASH_OUT,92735.71,C786761311,92735.71,0.0,C570188819,921583.3,1014319.01,1,0
435,CASH_OUT,1143937.73,C1347260506,1143937.73,0.0,C351378150,174260.08,1318197.81,1,0
63,TRANSFER,148188.84,C1621152719,148188.84,0.0,C2001263601,0.0,0.0,1,0
365,TRANSFER,3244067.13,C2080670113,3244067.13,0.0,C1564547651,0.0,0.0,1,0
219,TRANSFER,248242.32,C1026095459,248242.32,0.0,C1060066770,0.0,0.0,1,0
308,CASH_OUT,9966.87,C796038254,9992.0,25.13,C2061177273,0.0,9966.87,0,0
176,CASH_OUT,102229.91,C2034388364,102229.91,0.0,C949501581,0.0,102229.91,1,0
403,CASH_OUT,196188.77,C763878744,0.0,0.0,C622027024,536378.98,732567.74,0,0
37,CASH_OUT,161774.38,C1264932191,11329.0,0.0,C1588341079,368507.52,530281.9,0,0
359,CASH_OUT,171565.33,C1357250092,0.0,0.0,C1694652735,657839.17,829404.5,0,0
589,CASH_OUT,288226.78,C562030644,155755.0,0.0,C1260319752,2136074.18,2424300.96,0,0
557,TRANSFER,643052.88,C1888967333,643052.88,0.0,C1312240019,0.0,0.0,1,0
431,TRANSFER,966389.93,C920351883,966389.93,0.0,C870252964,0.0,0.0,1,0
360,CASH_OUT,158491.4,C946537311,206330.0,47838.6,C806690954,48933.23,207424.63,0,0
350,CASH_OUT,474367.02,C343665561,193910.0,0.0,C572154452,0.0,474367.02,0,0
332,TRANSFER,1664486.17,C1434707546,0.0,0.0,C1002647510,1796807.09,3461293.27,0,0
647,TRANSFER,64202.85,C164529897,64202.85,0.0,C1837582167,0.0,0.0,1,0
737,TRANSFER,2194533.79,C871130115,2194533.79,0.0,C1027984317,0.0,0.0,1,0
140,CASH_OUT,90883.84,C1454249150,0.0,0.0,C1351494014,715167.12,806050.96,0,0
349,TRANSFER,250017.39,C1401358231,0.0,0.0,C1135058593,306167.39,556184.78,0,0
707,CASH_OUT,4676.42,C812117475,4676.42,0.0,C765380392,0.0,4676.42,1,0
288,TRANSFER,44116.87,C642784724,44116.87,0.0,C1952007189,0.0,0.0,1,0
644,TRANSFER,4438931.81,C594373709,4438931.81,0.0,C2071706455,0.0,0.0,1,0
252,TRANSFER,787209.39,C17025713,16742.0,0.0,C1023789123,139655.08,760337.35,0,0
229,CASH_OUT,110831.17,C1730080236,221147.0,110315.83,C1388768560,23227.0,99114.22,0,0
459,TRANSFER,4153.02,C1504417393,4153.02,0.0,C413981813,0.0,0.0,1,0
251,TRANSFER,715312.88,C1166759233,0.0,0.0,C2110166058,1140642.19,1855955.08,0,0
37,CASH_OUT,146980.32,C1476025121,0.0,0.0,C882629398,530223.66,1006975.67,0,0
262,TRANSFER,218074.57,C1211163896,218074.57,0.0,C1493086567,0.0,0.0,1,0
531,TRANSFER,13074.53,C56420164,13074.53,0.0,C840005543,0.0,0.0,1,0
478,TRANSFER,51183.25,C1783931496,51183.25,0.0,C10748060,0.0,0.0,1,0
38,CASH_OUT,307439.71,C374946022,0.0,0.0,C418383883,5323995.38,5287029.28,0,0
138,CASH_OUT,234561.49,C884386477,20362.0,0.0,C525521515,0.0,234561.49,0,0
356,CASH_OUT,47710.31,C7448835,90.0,0.0,C916995446,845373.16,893083.46,0,0
258,CASH_OUT,154473.98,C584008336,21412.0,0.0,C1782561402,0.0,154473.98,0,0
232,CASH_OUT,33302.96,C601045727,33302.96,0.0,C2098386124,0.0,33302.96,1,0
308,CASH_OUT,85454.66,C810386280,213265.58,127810.93,C399807153,9318711.42,9404166.08,0,0
430,CASH_OUT,3302492.95,C265373063,3302492.95,0.0,C628493905,589810.81,3892303.76,1,0
335,TRANSFER,723915.85,C452762754,723915.85,0.0,C66230253,0.0,0.0,1,0
134,CASH_OUT,105524.09,C554624103,0.0,0.0,C1439791831,275701.86,381225.95,0,0
282,CASH_OUT,61625.78,C283180925,107298.0,45672.22,C1033228746,17812.03,79437.81,0,0
237,CASH_OUT,10000000.0,C844374854,10000000.0,0.0,C141316671,13009399.24,23009399.24,1,0
468,TRANSFER,155926.42,C161250720,155926.42,0.0,C314194629,0.0,0.0,1,0
460,TRANSFER,76548.48,C2008095547,76548.48,0.0,C2016906281,0.0,0.0,1,0
158,CASH_OUT,138494.7,C1904645241,39186.0,0.0,C1070737586,0.0,138494.7,0,0
465,CASH_OUT,4690769.98,C1265105517,4690769.98,0.0,C1603347069,0.0,4690769.98,1,0
282,CASH_OUT,459701.63,C1701305863,0.0,0.0,C1642320206,628043.45,1087745.08,0,0
669,CASH_OUT,106290.68,C1300397389,106290.68,0.0,C775257177,0.0,106290.68,1,0
346,CASH_OUT,222413.33,C1487013813,0.0,0.0,C483412701,1749834.46,1972247.79,0,0
301,CASH_OUT,176814.75,C963307197,0.0,0.0,C1770300970,993392.74,1170207.49,0,0
203,CASH_OUT,4644693.12,C1906191746,4644693.12,0.0,C580926195,0.0,4644693.12,1,0
253,TRANSFER,2415826.18,C549084804,2415826.18,0.0,C47190955,0.0,0.0,1,0
218,TRANSFER,61470.02,C1928586113,61470.02,0.0,C2024262984,0.0,0.0,1,0
321,CASH_OUT,13095.36,C1600042512,0.0,0.0,C116667936,123917.96,137013.31,0,0
251,CASH_OUT,257994.24,C144310274,231743.0,0.0,C132356123,668651.24,926645.47,0,0
345,CASH_OUT,927729.13,C1521419599,927729.13,0.0,C1908107274,0.0,927729.13,1,0
254,CASH_OUT,107834.23,C1992923147,0.0,0.0,C1973773165,111627.93,219462.15,0,0
104,TRANSFER,306833.41,C1531491177,306833.41,0.0,C495237092,0.0,0.0,1,0
351,CASH_OUT,317420.05,C389861924,0.0,0.0,C1512038391,666561.47,983981.51,0,0
719,CASH_OUT,366896.03,C2113748548,366896.03,0.0,C2051326295,0.0,366896.03,1,0
187,CASH_OUT,856386.66,C1887925622,856386.66,0.0,C128909445,256445.98,1112832.65,1,0
296,CASH_OUT,717046.74,C1696223343,717046.74,0.0,C1922098798,313951.85,1030998.59,1,0
17,CASH_OUT,45356.75,C1109895955,0.0,0.0,C1349767414,8029061.92,7851800.15,0,0
517,CASH_OUT,699183.61,C103568596,699183.61,0.0,C1742143760,1355085.63,2054269.23,1,0
672,CASH_OUT,330756.72,C550919269,330756.72,0.0,C2020707965,251495.1,582251.83,1,0
308,CASH_OUT,93247.15,C1131227259,0.0,0.0,C1150470529,3598080.88,3691328.03,0,0
377,CASH_OUT,489033.93,C922540199,489033.93,0.0,C1098002661,0.0,489033.93,1,0
284,CASH_OUT,174534.26,C519617626,24208.0,0.0,C2107248335,3489191.37,3663725.63,0,0
306,TRANSFER,190464.85,C84010365,0.0,0.0,C1803066713,1492292.84,1682757.69,0,0
307,CASH_OUT,451486.12,C29231318,19843.0,0.0,C1213633945,0.0,451486.12,0,0
299,CASH_OUT,410656.6,C1290841239,0.0,0.0,C1581163476,11201472.56,11612129.16,0,0
161,CASH_OUT,87020.02,C1984670270,18755.0,0.0,C1708667989,1892216.17,1979236.19,0,0
149,TRANSFER,17569.42,C767812247,17569.42,0.0,C263239858,0.0,0.0,1,0
325,CASH_OUT,46920.04,C539580403,16428.0,0.0,C816193928,3413081.84,3460001.88,0,0
437,CASH_OUT,207801.38,C823071811,207801.38,0.0,C747395830,0.0,207801.38,1,0
139,CASH_OUT,375141.86,C701624448,375141.86,0.0,C1632095414,124753.19,252008.88,1,0
326,CASH_OUT,172397.83,C591292758,0.0,0.0,C483538560,1141696.92,1314094.75,0,0
331,CASH_OUT,392286.22,C2086966995,157815.0,0.0,C1492616147,295713.96,688000.19,0,0
402,CASH_OUT,342292.62,C859591839,43740.0,0.0,C1370899782,0.0,155440.96,0,0
157,CASH_OUT,369779.77,C475625896,33888.0,0.0,C165516304,1495609.38,1865389.15,0,0
160,CASH_OUT,166396.11,C420987739,368370.59,201974.47,C1011952394,233805.23,639658.35,0,0
30,CASH_OUT,19016.22,C1257554854,19016.22,0.0,C1044117371,9347999.52,9367015.74,1,0
274,TRANSFER,24279.32,C1174268918,24279.32,0.0,C1953342406,0.0,0.0,1,0
116,TRANSFER,2694857.26,C2100014537,2694857.26,0.0,C973050515,0.0,0.0,1,0
130,TRANSFER,201988.55,C1124488417,201988.55,0.0,C795184692,0.0,0.0,1,0
687,CASH_OUT,407414.08,C1533218870,0.0,0.0,C133770231,426584.04,833998.12,0,0
14,CASH_OUT,119001.96,C830851810,0.0,0.0,C718397654,236214.02,389811.49,0,0
205,TRANSFER,71379.22,C1772970328,0.0,0.0,C2039558207,82352.6,153731.82,0,0
154,TRANSFER,1581441.8,C1665891733,1581441.8,0.0,C1915924384,0.0,0.0,1,0
374,CASH_OUT,115125.3,C908924241,115125.3,0.0,C1546609345,8601839.76,8716965.06,1,0
40,CASH_OUT,96421.05,C852051521,12297.0,0.0,C1887187403,97959.83,194380.89,0,0
544,CASH_OUT,247384.7,C85028343,453.0,0.0,C1966232849,139742.58,387127.27,0,0
534,TRANSFER,671516.68,C1839099341,671516.68,0.0,C1683016763,0.0,0.0,1,0
351,TRANSFER,153607.08,C875012263,153607.08,0.0,C1330100678,0.0,0.0,1,0
192,TRANSFER,1764326.19,C1959772119,1764326.19,0.0,C195893407,0.0,0.0,1,0
68,TRANSFER,157494.6,C1123186349,157494.6,0.0,C1729475937,0.0,0.0,1,0
310,TRANSFER,5239429.19,C1514931968,5239429.19,0.0,C1789156105,0.0,0.0,1,0
568,CASH_OUT,66188.66,C1737756635,66188.66,0.0,C1532114451,715846.03,782034.69,1,0
403,CASH_OUT,96356.42,C806126181,31279.0,0.0,C1955097661,7395.84,103752.26,0,0
710,CASH_OUT,10000000.0,C415175436,10000000.0,0.0,C1774310379,1058449.45,11058449.45,1,0
19,CASH_OUT,37607.86,C1670705572,0.0,0.0,C1924461008,2013979.9,3662490.78,0,0
206,CASH_OUT,87271.88,C1110411820,120059.0,32787.12,C1986042065,6703.81,93975.69,0,0
595,TRANSFER,76732.89,C1422736429,76732.89,0.0,C420728464,0.0,0.0,1,0
153,CASH_OUT,130175.36,C11873069,129051.0,0.0,C469903456,59275.91,189451.27,0,0
