step,type,amount_cents,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
278,CASH_OUT,1395785.0,C1697501044,1982000.0,586215.0,C1915089150,309990280.0,311386065.0,0,0
288,TRANSFER,2151122.0,C1582748935,2151122.0,0.0,C1311170446,0.0,0.0,1,0
440,CASH_OUT,110279165.99999999,C1074110688,110279165.99999999,0.0,C528690672,267710189.0,377989355.0,1,0
181,CASH_OUT,35928083.0,C119924277,24351600.0,0.0,C336774973,0.0,35928083.0,0,0
255,CASH_OUT,2449025.0,C220038898,0.0,0.0,C1568903005,2976500.0,5425525.0,0,0
564,CASH_OUT,3024546.0,C981155027,3024546.0,0.0,C590362838,17859407.0,20883953.0,1,0
135,TRANSFER,157604221.0,C843497635,0.0,0.0,C980241582,167531601.0,325135822.0,0,0
180,CASH_OUT,14856532.999999998,C839639108,3181400.0,0.0,C323995830,14078029.999999998,28934563.0,0,0
356,CASH_OUT,1098478.0,C37725070,22533542.0,21435064.0,C1479746151,10900716.0,11999193.0,0,0
352,CASH_OUT,7573499.000000001,C109260257,7573499.000000001,0.0,C2020337583,347424635.0,354998133.0,1,0
307,CASH_OUT,35158125.0,C307234494,11840700.0,0.0,C1708542407,0.0,35158125.0,0,0
732,CASH_OUT,5967748.0,C1468095473,5967748.0,0.0,C615508627,224990497.00000003,230958245.00000003,1,0
8,CASH_OUT,18172811.0,C2102265902,0.0,0.0,C789014007,1139700.0,18447777.0,1,0
643,CASH_OUT,309208539.0,C331136549,309208539.0,0.0,C447175296,12091317.0,321299855.0,1,0
200,CASH_OUT,5438021.0,C1509680221,5438021.0,0.0,C457987066,249273775.0,254711796.0,1,0
332,CASH_OUT,19725118.0,C2045546216,0.0,0.0,C563669177,58813799.0,78538917.0,0,0
165,CASH_OUT,5626774.0,C1754436654,10165600.0,4538826.0,C1355785726,0.0,5626774.0,0,0
65,CASH_OUT,17492328.0,C1061805919,17492328.0,0.0,C1217320472,0.0,17492328.0,1,0
347,CASH_OUT,19577405.0,C677712457,2657900.0,0.0,C1287560112,102442319.0,122019723.0,0,0
307,CASH_OUT,17656456.0,C1610467884,38700.0,0.0,C1132511420,5196051.0,22852507.0,0,0
306,CASH_OUT,2679299.0,C49186985,0.0,0.0,C658382796,6179675.0,8858974.0,0,0
676,TRANSFER,501688433.0,C60690342,501688433.0,0.0,C1327214337,0.0,0.0,1,0
327,TRANSFER,1000000000.0,C1988652717,229400.0,0.0,C44817640,2491724.0,1366900653.0,0,0
205,CASH_OUT,56615642.00000001,C1435381938,56615642.00000001,0.0,C499232658,17534140.0,74149782.0,1,0
736,TRANSFER,131466084.00000001,C1460351581,131466084.00000001,0.0,C898200380,0.0,0.0,1,0
189,CASH_OUT,49490259.0,C290605901,0.0,0.0,C1634250937,53023124.0,102513383.0,0,0
350,TRANSFER,25798847.0,C387427558,25798847.0,0.0,C364328277,0.0,0.0,1,0
39,TRANSFER,33435381.0,C721620,0.0,0.0,C618355575,255994095.00000003,289429477.0,0,0
650,TRANSFER,7166692.999999999,C1545632149,7166692.999999999,0.0,C1733725096,0.0,0.0,1,0
41,TRANSFER,146569598.0,C129555942,0.0,0.0,C951935532,1340426514.0,1486996112.0,0,0
35,CASH_OUT,58392980.00000001,C80419696,0.0,0.0,C598130985,88552196.0,146945175.0,0,0
322,TRANSFER,920836883.0,C1256410677,920836883.0,0.0,C1153188048,0.0,0.0,1,0
525,CASH_OUT,35056492.0,C701220819,0.0,0.0,C2096904046,142926415.0,177982907.0,0,0
567,CASH_OUT,183997236.0,C111188799,183997236.0,0.0,C493262477,17290936.0,201288172.0,1,0
154,CASH_OUT,4316089.0,C776565406,0.0,0.0,C1550983531,5183600.0,0.0,0,0
35,TRANSFER,946598882.0,C851016578,946598882.0,0.0,C1650562969,0.0,0.0,1,0
281,TRANSFER,57407272.0,C844803674,57407272.0,0.0,C958694427,0.0,0.0,1,0
2,TRANSFER,109618724.0,C1093223281,109618724.0,0.0,C2063275841,0.0,0.0,1,0
377,CASH_OUT,50342067.0,C1696816111,50342067.0,0.0,C1280120239,41711941.0,92054009.0,1,0
237,CASH_OUT,150303486.0,C1021806883,150303486.0,0.0,C1523189277,1812509.9999999998,152115997.0,1,0
305,TRANSFER,920149300.0,C995242064,0.0,0.0,C1274811054,1674858153.0,2595007453.0,0,0
558,CASH_OUT,88976.0,C1875485157,88976.0,0.0,C1564090891,2913876.0,3002851.0,1,0
379,CASH_OUT,37605056.0,C458483548,0.0,0.0,C1478423894,68790636.0,106395692.0,0,0
310,TRANSFER,133491942.0,C17859234,133491942.0,0.0,C121307567,0.0,0.0,1,0
202,CASH_OUT,20107044.0,C1723072725,2157700.0,0.0,C1386103512,7171646.000000001,27278690.000000004,0,0
204,CASH_OUT,10182802.0,C1165827262,0.0,0.0,C1296177695,36098236.0,46281038.0,0,0
671,CASH_OUT,15272432.0,C1062499255,15272432.0,0.0,C455705565,0.0,15272432.0,1,0
430,TRANSFER,22151112.0,C687647842,22151112.0,0.0,C110165718,0.0,0.0,1,0
51,CASH_OUT,33927564.0,C433192438,33927564.0,0.0,C1002469873,148157603.0,182085168.0,1,0
235,CASH_OUT,7553077.0,C1534379514,2610700.0,0.0,C510258222,17391799.0,24944877.0,0,0
335,CASH_OUT,11968251.0,C1439615283,0.0,0.0,C1859636879,13624622.0,25592873.0,0,0
347,CASH_OUT,12258846.0,C1598260838,4990400.0,0.0,C1205682788,52496242.00000001,64755088.0,0,0
523,TRANSFER,15909464.000000002,C1918934955,15909464.000000002,0.0,C2113597324,0.0,0.0,1,0
396,TRANSFER,109234794.0,C1676047877,0.0,0.0,C1752966456,756622515.0,865857309.0,0,0
723,TRANSFER,223225771.0,C546364616,223225771.0,0.0,C877246848,0.0,0.0,1,0
253,TRANSFER,50463094.0,C1776607634,20251500.0,0.0,C1840236734,0.0,22536892.0,0,0
373,CASH_OUT,23112249.0,C1132907564,4970100.0,0.0,C790167157,17403824.0,40516073.0,0,0
530,TRANSFER,38777397.0,C1894511289,38777397.0,0.0,C780914963,0.0,0.0,1,0
211,TRANSFER,7359957.000000001,C1632654111,7359957.000000001,0.0,C716157747,0.0,0.0,1,0
547,CASH_OUT,59447104.0,C1345990968,59447104.0,0.0,C623395017,178845617.0,238292721.0,1,0
425,CASH_OUT,1000000000.0,C749563037,1000000000.0,0.0,C606914329,0.0,1000000000.0,1,0
226,CASH_OUT,15880519.0,C729468702,2032500.0,0.0,C1527598144,0.0,15880519.0,0,0
301,CASH_OUT,20566300.0,C1193929589,111500.0,0.0,C1551889000,175458438.0,196024737.0,0,0
409,CASH_OUT,7192170.0,C1795660313,7192170.0,0.0,C1624457512,4213123.0,11405293.0,1,0
17,CASH_OUT,4903873.0,C216910021,10738000.0,5834127.0,C1282916948,0.0,4903873.0,0,0
132,CASH_OUT,25389832.0,C728455334,1240400.0,0.0,C1556007556,1210657027.0,1236046859.0,0,0
14,TRANSFER,156189166.0,C736093511,156189166.0,0.0,C1224081716,0.0,0.0,1,0
612,CASH_OUT,8993257.0,C1131136514,362300.0,0.0,C1398651957,82095357.0,91088614.0,0,0
34,TRANSFER,90763830.0,C684817183,33400.0,0.0,C872906354,55016736.0,145780566.0,0,0
177,CASH_OUT,52914656.00000001,C813523893,14800.0,0.0,C1925519817,68235992.0,121150648.0,0,0
670,CASH_OUT,92910632.0,C1484947776,92910632.0,0.0,C1894579246,55980962.0,148891594.0,1,0
131,TRANSFER,76874548.0,C663490408,0.0,0.0,C197775550,182877665.0,259752214.0,0,0
34,CASH_OUT,8383714.0,C1961525889,321000.0,0.0,C821597497,0.0,8928986.0,0,0
575,CASH_OUT,19354561.0,C202052762,19354561.0,0.0,C401158445,18378502.0,37733062.0,1,0
307,CASH_OUT,18836500.0,C1200871322,0.0,0.0,C580093271,98579322.0,117415822.0,0,0
307,CASH_OUT,22367013.0,C1686630566,506200.0,0.0,C93880012,682308399.0,685032078.0,0,0
498,CASH_OUT,20726107.0,C1856398520,20726107.0,0.0,C1898820013,4822170.0,25548277.0,1,0
542,TRANSFER,16180468.0,C2086074232,16180468.0,0.0,C1381867054,0.0,0.0,1,0
726,TRANSFER,76510494.0,C106165599,76510494.0,0.0,C423074299,0.0,0.0,1,0
694,CASH_OUT,18656741.0,C245911074,18656741.0,0.0,C370902983,0.0,18656741.0,1,0
615,TRANSFER,893155069.0,C1634206825,893155069.0,0.0,C977366743,0.0,0.0,1,0
282,CASH_OUT,2526088.0,C1387948928,0.0,0.0,C825598935,978331533.0,980857621.0000001,0,0
703,CASH_OUT,33728772.0,C976181773,33728772.0,0.0,C497482843,3268126.0,36996898.0,1,0
429,TRANSFER,31571236.0,C23801397,31571236.0,0.0,C1324604423,0.0,0.0,1,0
205,CASH_OUT,9664012.0,C1384674068,9664012.0,0.0,C505855307,156950875.0,166614887.0,1,0
593,CASH_OUT,12514675.0,C1198861647,12514675.0,0.0,C490114096,182041769.0,194556444.0,1,0
717,CASH_OUT,39460569.0,C1047697317,39460569.0,0.0,C1932528872,0.0,39460569.0,1,0
401,TRANSFER,448176826.0,C2074526030,448176826.0,0.0,C1133721990,0.0,0.0,1,0
39,CASH_OUT,24377668.0,C1060402197,0.0,0.0,C231042499,128433097.0,152810765.0,0,0
330,CASH_OUT,1969268.0,C1577076013,1969268.0,0.0,C546495530,0.0,1969268.0,1,0
514,CASH_OUT,8785933.0,C1156278251,1105100.0,0.0,C29455616,123448247.0,132234180.0,0,0
557,CASH_OUT,11146761.0,C176907849,11146761.0,0.0,C1483387344,66838460.0,77985221.0,1,0
187,TRANSFER,46608.0,C911236852,916406.0,869798.0,C1160019843,14725976.999999998,14772585.0,0,0
136,CASH_OUT,19987885.0,C1574654843,19987885.0,0.0,C1877061834,40326969.0,60314854.0,1,0
184,CASH_OUT,34678382.0,C1244236819,15897700.0,0.0,C1240794068,29717188.0,64395569.99999999,0,0
251,CASH_OUT,6100275.0,C1320049121,0.0,0.0,C679889101,91495579.0,97595854.0,0,0
180,TRANSFER,536359486.00000006,C2003297208,536359486.00000006,0.0,C747248533,0.0,0.0,1,0
65,CASH_OUT,38555682.0,C1422380255,38555682.0,0.0,C947026739,6003211.0,44558893.0,1,0
512,TRANSFER,43020722.0,C248536577,43020722.0,0.0,C1475442278,0.0,0.0,1,0
714,CASH_OUT,22116784.0,C75762686,22116784.0,0.0,C711384774,18044370.0,40161154.0,1,0
41,CASH_OUT,24347323.0,C769208735,8068900.0,0.0,C2065698819,0.0,24347323.0,0,0
714,TRANSFER,126220730.0,C1143281085,126220730.0,0.0,C391244346,0.0,0.0,1,0
291,CASH_OUT,118515778.0,C1347068790,118515778.0,0.0,C726467776,0.0,118515778.0,1,0
403,TRANSFER,26428619.0,C1648091455,26428619.0,0.0,C395269260,0.0,0.0,1,0
228,CASH_OUT,10113346.0,C1364769116,0.0,0.0,C1626590424,338793704.0,348907050.0,0,0
190,CASH_OUT,18049046.0,C1651776077,4124625.0,0.0,C565561792,38448787.0,56497832.99999999,0,0
157,CASH_OUT,22899201.0,C1294654046,77069000.0,54169799.0,C2112704988,73267936.0,96167137.0,0,0
290,CASH_OUT,327533.0,C1082254671,327533.0,0.0,C1060563153,1422443972.0,1422771504.0,1,0
202,TRANSFER,22910706.0,C554047132,0.0,0.0,C484360279,254195256.0,277105962.0,0,0
120,CASH_OUT,74651821.0,C321390440,74651821.0,0.0,C467067146,34870245.0,109522065.99999999,1,0
119,TRANSFER,204020974.0,C309726678,204020974.0,0.0,C979217194,0.0,0.0,1,0
395,CASH_OUT,17357586.0,C1208216804,0.0,0.0,C51324823,30764690.999999996,48122276.0,0,0
629,CASH_OUT,11425358.0,C1773596823,11425358.0,0.0,C1066960436,0.0,11425358.0,1,0
510,TRANSFER,84434852.0,C1554179748,84434852.0,0.0,C1181413990,0.0,0.0,1,0
145,TRANSFER,153968727.0,C1207025716,153968727.0,0.0,C1129375709,0.0,0.0,1,0
326,CASH_OUT,2843173.0,C1530922166,0.0,0.0,C999915834,231382756.99999997,234225929.99999997,0,0
625,TRANSFER,257160504.0,C991826252,257160504.0,0.0,C2045424554,0.0,0.0,1,0
20,CASH_OUT,9049346.0,C2056403973,0.0,0.0,C1737856340,19633270.0,28682615.999999996,0,0
579,CASH_OUT,308533666.0,C113225350,308533666.0,0.0,C884857756,0.0,308533666.0,1,0
275,CASH_OUT,12747332.0,C760974116,0.0,0.0,C2011993888,188655210.0,201402542.0,0,0
40,CASH_OUT,2192119.0,C1907146238,3243900.0,1051781.0,C294344546,0.0,2192119.0,0,0
284,CASH_OUT,10136744.0,C937061881,2632800.0,0.0,C231469890,37284669.0,47421413.0,0,0
99,CASH_OUT,28667090.000000004,C468670582,28667090.000000004,0.0,C1129467798,102829811.0,131496901.0,1,0
489,CASH_OUT,424143.99999999994,C21638411,424143.99999999994,0.0,C1781045188,25636303.0,26060447.0,1,0
230,CASH_OUT,15039299.0,C569994781,0.0,0.0,C615070692,17412112.0,32451411.0,0,0
255,CASH_OUT,1255723.0,C2113807928,200800.0,0.0,C1992275737,600934.0,1856657.0,0,0
328,TRANSFER,30810446.999999996,C1768886468,0.0,0.0,C1508760844,42741041.0,73551488.0,0,0
453,CASH_OUT,55332824.0,C964493655,55332824.0,0.0,C471673536,0.0,55332824.0,1,0
131,CASH_OUT,8317032.000000001,C2033554152,1142600.0,0.0,C169719420,24720904.0,33037936.0,0,0
462,TRANSFER,10246468.0,C1418607659,10246468.0,0.0,C1595540217,0.0,0.0,1,0
234,CASH_OUT,28089736.0,C469788117,6542700.0,0.0,C1546546818,86756429.0,114846164.99999999,0,0
59,CASH_OUT,2117445.0,C1739548854,2117445.0,0.0,C240278716,3140908.0,5258353.0,1,0
279,CASH_OUT,6639466.0,C787223980,0.0,0.0,C1836848040,29642027.0,36281493.0,0,0
591,TRANSFER,90627063.0,C1366387168,90627063.0,0.0,C82363248,0.0,0.0,1,0
205,CASH_OUT,18186231.0,C1602641562,0.0,0.0,C980226988,46294900.0,64481131.00000001,0,0
586,CASH_OUT,1000000000.0,C1952386173,1000000000.0,0.0,C1054420449,21104811.0,1021104811.0,1,0
236,CASH_OUT,25303733.0,C251011177,0.0,0.0,C1173662598,169638610.0,194942343.0,0,0
648,CASH_OUT,77486810.0,C1516959235,77486810.0,0.0,C1812639726,13187741.0,90674551.0,1,0
179,CASH_OUT,30559852.0,C45579542,11820300.0,0.0,C893350828,32873389.0,63433241.0,0,0
600,CASH_OUT,54015462.0,C114974611,54015462.0,0.0,C1780714769,53383292.00000001,107398754.0,1,0
40,CASH_OUT,4257318.0,C1018628594,0.0,0.0,C1444338955,75165385.0,79422703.0,0,0
688,CASH_OUT,15333356.0,C1654001070,0.0,0.0,C1654457241,62646962.0,77980318.0,0,0
354,TRANSFER,50075761.0,C880223358,0.0,0.0,C1135651403,90071563.0,140147325.0,0,0
390,TRANSFER,108414437.00000001,C1924115884,108414437.00000001,0.0,C717644112,0.0,0.0,1,0
158,CASH_OUT,3453539.0,C980305505,2083300.0,0.0,C1932857699,71505313.0,74958851.0,0,0
164,TRANSFER,113231186.00000001,C1371017446,113231186.00000001,0.0,C464009928,0.0,0.0,1,0
303,CASH_OUT,7427239.999999999,C396851433,886100.0,0.0,C672306058,0.0,7427239.999999999,0,0
159,CASH_OUT,11496931.0,C502995149,12543097.0,1046166.0,C914293025,1329120776.0,1340617706.0,0,0
222,CASH_OUT,21162875.0,C1710697792,21162875.0,0.0,C408442101,2397072.0,23559946.0,1,0
536,TRANSFER,156754999.0,C774500664,156754999.0,0.0,C996012482,0.0,0.0,1,0
270,CASH_OUT,14473173.000000002,C1044513187,14473173.000000002,0.0,C389065516,125917439.99999999,140390614.0,1,0
520,TRANSFER,5332560.0,C270550084,5332560.0,0.0,C1331040083,0.0,0.0,1,0
305,CASH_OUT,51263341.0,C891983920,12200.0,0.0,C547731530,0.0,51263341.0,0,0
69,CASH_OUT,552148354.0,C1786386487,552148354.0,0.0,C1454031203,552721234.0,1104869588.0,1,0
255,CASH_OUT,41207874.0,C1978400238,1988100.0,0.0,C801578245,732398.0,41940272.0,0,0
157,CASH_OUT,10199857.0,C991196744,0.0,0.0,C1723511719,28208165.000000004,38408022.0,0,0
403,CASH_OUT,13733287.0,C1085886843,2020900.0,0.0,C747254693,0.0,13733287.0,0,0
159,CASH_OUT,4130106.0,C400257906,27993000.0,23862894.0,C134945955,88391549.0,92521655.0,0,0
236,TRANSFER,72180984.0,C2036482013,10681700.0,0.0,C17236448,86340883.0,158521867.0,0,0
723,TRANSFER,45735964.0,C1927429291,45735964.0,0.0,C269394270,0.0,0.0,1,0
250,TRANSFER,18959702.0,C2202663,1500500.0,0.0,C902455232,0.0,18959702.0,0,0
665,CASH_OUT,45448323.0,C2048358665,45448323.0,0.0,C1850194854,310174661.0,355622983.0,1,0
211,CASH_OUT,14812328.0,C997642348,1628800.0,0.0,C2090519158,20270600.0,34649906.0,0,0
350,CASH_OUT,44218081.0,C1947739182,0.0,0.0,C1649908484,186815824.0,231033904.99999997,0,0
646,TRANSFER,1000000000.0,C19004745,1039904508.0,1039904508.0,C1806199534,0.0,0.0,1,1
262,CASH_OUT,34093699.0,C56193098,34093699.0,0.0,C119224307,77705851.0,111799550.0,1,0
226,TRANSFER,8286909.0,C712970415,8286909.0,0.0,C590051909,0.0,0.0,1,0
520,CASH_OUT,287189850.0,C381354324,287189850.0,0.0,C825395175,0.0,287189850.0,1,0
86,TRANSFER,37234458.0,C466502993,37234458.0,0.0,C1376830476,0.0,0.0,1,0
639,TRANSFER,71193267.0,C1372327870,71193267.0,0.0,C608537873,0.0,0.0,1,0
173,TRANSFER,36433303.0,C627887471,36433303.0,0.0,C677512181,0.0,0.0,1,0
226,CASH_OUT,8286909.0,C1143635966,8286909.0,0.0,C275663782,10425805.0,18712714.0,1,0
277,CASH_OUT,5645397.0,C1708393944,0.0,0.0,C1655423506,71433034.0,77078431.0,0,0
522,TRANSFER,215814812.0,C925139895,10342500.0,0.0,C1218208117,27514887.0,243329698.0,0,0
438,TRANSFER,2728666.0,C2089576427,2728666.0,0.0,C1225621271,0.0,0.0,1,0
300,CASH_OUT,3957935.0,C523219321,0.0,0.0,C169904524,186686210.0,190644144.0,0,0
531,TRANSFER,2963703.0,C1722830841,2963703.0,0.0,C394038835,0.0,0.0,1,0
162,CASH_OUT,3945666.0000000005,C939441773,0.0,0.0,C556367201,859111764.0,863057431.0,0,0
383,TRANSFER,473137188.0,C1497139417,473137188.0,0.0,C1561724492,0.0,0.0,1,0
42,CASH_OUT,3546903.0,C1044085987,31062402.0,27515499.0,C1702511699,29064999.0,32611901.0,0,0
253,CASH_OUT,18230033.0,C1213511805,0.0,0.0,C1883885575,564540507.0,582770540.0,0,0
508,CASH_OUT,35023308.0,C2139196557,35023308.0,0.0,C1438967690,3934187.0000000005,38957495.0,1,0
210,CASH_OUT,32114886.0,C279379231,270500.0,0.0,C1067314852,86569643.0,118684529.0,0,0
553,TRANSFER,15110597.0,C645970717,15110597.0,0.0,C10677720,0.0,0.0,1,0
532,TRANSFER,25471963.0,C1828919793,25471963.0,0.0,C1458046968,0.0,0.0,1,0
