type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
TRANSFER,3465.8928952297465,24556.494672664892,0,958.2693470467206,0,1
PAYMENT,14021.971007168211,4338.1687273456155,0,204.24077401311484,0,0
CASH_OUT,15293.965288997424,989.0714271861143,0,983.1318196521491,0,0
CASH_OUT,9615.362578761298,3955.864901278242,0,665.7097605825548,0,0
PAYMENT,18767.476377405812,4629.412750569951,0,898.7220461915941,0,0
CASH_OUT,18489.052478029094,4191.458396662404,0,605.6774108285666,0,0
CASH_OUT,7183.559692065746,1168.2805173965635,0,636.8203678721893,0,0
CASH_OUT,4912.580088765527,2416.9888376079266,0,970.9685423503441,0,0
PAYMENT,12891.621903075551,3204.2546804197355,0,726.4718754103352,0,0
PAYMENT,14282.045817832235,1369.2200378379473,0,524.1774471167091,0,0
PAYMENT,2286.2759634415806,4476.577854595954,0,408.6366964832763,0,0
CASH_OUT,1538.3112567062142,3091.036382484852,0,868.2890940470007,0,0
CASH_OUT,4891.995939856148,2240.63258923346,0,172.52273105786225,0,0
CASH_OUT,5895.758001564707,17315.99024763899,0,864.0314825284655,0,1
CASH_OUT,2552.624416837774,1884.5559026507683,0,933.4536038364389,0,0
CASH_OUT,6234.077839941899,22146.956752357342,0,316.197489887547,0,1
PAYMENT,11124.465784512306,2905.516486203389,0,275.9122003315599,0,0
TRANSFER,6394.356935847877,17012.637881344723,0,901.2129596161938,0,1
CASH_OUT,9568.562019751025,22379.277689988005,0,637.686318316078,0,1
PAYMENT,6349.471757676806,2746.3952607859933,0,294.92126706451677,0,0
CASH_OUT,18392.23981796913,2406.9655396891553,0,407.9193401007054,0,0
CASH_OUT,16604.764487833254,1356.5163879277138,0,925.4985326423765,0,0
CASH_OUT,15267.274284914729,4153.130232578988,0,407.6641377255324,0,0
PAYMENT,16675.454107141355,4935.957123135835,0,812.1558632470152,0,0
CASH_OUT,14858.38302029259,4122.937904185107,0,860.5356840069783,0,0
PAYMENT,498.46227167053365,781.2812367968486,0,448.719817439581,0,0
PAYMENT,7203.950346426411,3356.348634968133,0,267.7778243685771,0,0
PAYMENT,2345.579424954066,3183.95279581547,0,536.2205652426767,0,0
CASH_OUT,2944.28296353765,24672.711903702977,0,743.6125178351991,0,1
CASH_OUT,16131.484153527743,1848.5090772867086,0,965.8918937485248,0,0
CASH_OUT,5118.240262161046,2510.2691091618826,0,211.10487922931958,0,0
CASH_OUT,1484.0376775964012,15220.858453011797,0,422.1650750794882,0,1
PAYMENT,16798.08400611227,2977.972066564539,0,237.83005007556056,0,0
PAYMENT,9898.009840040555,3653.895646064429,0,869.9960110922852,0,0
PAYMENT,6898.658142542976,3418.0905060510668,0,161.59663831836352,0,0
CASH_OUT,2252.284790009799,4289.480881175803,0,652.7198585687662,0,0
CASH_OUT,9521.369621562926,4345.463269409811,0,406.0039474539029,0,0
PAYMENT,1776.8608865014367,2102.4188832488976,0,712.3459723862699,0,0
TRANSFER,2489.497971972901,22066.04128994218,0,581.812991255491,0,1
PAYMENT,5800.827381117214,2831.3472433890247,0,773.2144690294622,0,0
CASH_OUT,17172.904788546843,3501.1735135640633,0,491.85669105977627,0,0
CASH_OUT,13954.22976099169,1367.9175591032642,0,183.44332972924292,0,0
CASH_OUT,14549.088544528624,1045.8634910249034,0,372.4976154447705,0,0
CASH_OUT,1240.4751692086875,1285.6543306123388,0,736.6836476457391,0,0
PAYMENT,19399.395406212316,3774.3401196485993,0,930.343381384562,0,0
CASH_OUT,3757.314835647233,1977.734748274724,0,538.4908062297225,0,0
CASH_OUT,5408.072811894167,20286.566039892758,0,400.99827440629366,0,1
CASH_OUT,16281.6383378429,1658.6553926467618,0,796.977545145673,0,0
PAYMENT,13200.31804617063,2469.725712200936,0,349.07871875617775,0,0
CASH_OUT,1487.4165740912165,4520.3212808959415,0,449.0508426139849,0,0
CASH_OUT,7634.191725609752,15367.129434830666,0,527.2921054392862,0,1
PAYMENT,914.5854930494733,723.4767115687349,0,661.167275656739,0,0
TRANSFER,1768.627271464495,24724.613900279022,0,566.2093882384881,0,1
CASH_OUT,9205.749111783593,2639.236349099671,0,804.7002082124818,0,0
CASH_OUT,16765.703140413614,1579.189784929656,0,275.46244434876746,0,0
CASH_OUT,7622.081368660447,4915.31701457229,0,519.6279533750519,0,0
PAYMENT,1149.6046480281261,4253.738486937986,0,206.17523526525542,0,0
CASH_OUT,9494.003002315321,17508.90316534105,0,190.5064588750999,0,1
CASH_OUT,9036.66243128403,3099.2588628671015,0,613.8163483769304,0,0
CASH_OUT,12382.669701589717,4481.635761637929,0,308.2218780334681,0,0
PAYMENT,19328.858525188898,4865.335055000181,0,878.5639894378545,0,0
CASH_OUT,10392.467611101236,4316.816742259762,0,716.6570619500025,0,0
CASH_OUT,7819.989043376421,17819.183555972515,0,386.2356505250679,0,1
PAYMENT,2354.662127525527,1273.6065097719695,0,592.5922159055375,0,0
CASH_OUT,3247.697613064197,18432.754890644483,0,866.8435742242236,0,1
CASH_OUT,15060.238674891265,4578.050837458124,0,769.091656560575,0,0
PAYMENT,12103.939935780136,858.7178293427825,0,714.8028571507419,0,0
CASH_OUT,6982.591273707859,658.4682808648557,0,771.5616746970451,0,0
PAYMENT,17608.77118403521,3419.07329010814,0,909.3240264602822,0,0
PAYMENT,6392.680939010268,4302.368841380456,0,528.690116986214,0,0
CASH_OUT,13560.32754130912,1854.3484383422976,0,265.64029484519216,0,0
PAYMENT,4259.837043979854,3631.077351233355,0,949.7879545114969,0,0
PAYMENT,9424.284192363579,1165.8125034923264,0,986.1890298317556,0,0
TRANSFER,9568.860864876313,18418.65768798151,0,987.2232935052745,0,1
PAYMENT,518.0822240285788,654.9408885799155,0,501.2429948443145,0,0
CASH_OUT,844.2001091350661,2774.1436542766837,0,462.72818015446296,0,0
CASH_OUT,16608.360045424535,1101.630444797463,0,941.8550407010189,0,0
CASH_OUT,9813.539114331325,4158.78258746354,0,189.30663648518208,0,0
PAYMENT,6710.233189028478,3653.6378810078313,0,788.7846695728476,0,0
CASH_OUT,745.7764281344467,1560.1470271010487,0,379.2764042125277,0,0
CASH_OUT,5727.032595495962,1870.2069095931367,0,984.6521915992307,0,0
CASH_OUT,6842.379129936478,2323.16849155283,0,315.11308119934904,0,0
PAYMENT,17403.7200691181,1312.9589359008642,0,952.9175593578516,0,0
TRANSFER,3465.8990338871627,20930.561899673576,0,540.3045292749273,0,1
CASH_OUT,7681.329433808037,17283.31252368611,0,152.61218851318932,0,1
CASH_OUT,4324.187170804891,21637.42738625387,0,206.41455322492646,0,1
CASH_OUT,11707.81423886567,4479.545425870794,0,236.56862165774717,0,0
CASH_OUT,15933.638590162695,848.6733820657365,0,354.0824507896482,0,0
PAYMENT,246.3255866330969,3612.7405136060997,0,695.208411050252,0,0
TRANSFER,7752.976982379604,18107.153283114476,0,563.0406420808349,0,1
PAYMENT,14373.511329728552,3119.315590059006,0,818.0242132069652,0,0
CASH_OUT,18783.651805331232,1827.2562081905392,0,527.9172455522084,0,0
PAYMENT,1756.1390175406386,4383.318304908583,0,532.5039467526412,0,0
TRANSFER,1273.7429272717118,22268.769061397717,0,886.6123041778441,0,1
CASH_OUT,6019.1982206690745,15546.10303213469,0,974.6607711929362,0,1
PAYMENT,10104.728813031285,4277.539553942978,0,685.7498994053365,0,0
CASH_OUT,2668.517813924541,1840.3672927559505,0,802.0432783360391,0,0
PAYMENT,289.9127260378102,838.8564511931138,0,438.2672186637813,0,0
PAYMENT,19763.669111497245,2683.5370509441027,0,261.2475264611358,0,0
CASH_OUT,5169.499276000705,2083.4817545615288,0,735.0537743058637,0,0
PAYMENT,14437.089155108848,1768.212514829624,0,265.8712572550892,0,0
TRANSFER,1423.52541514017,15194.480503680812,0,269.9146249961,0,1
CASH_OUT,8624.20083132004,621.979935513049,0,805.1513523291179,0,0
CASH_OUT,6485.553019044849,20684.319543305035,0,812.7937300651387,0,1
CASH_OUT,7845.251510606432,4493.410409166621,0,904.5401596029915,0,0
PAYMENT,18912.89582733408,757.5651208256422,0,937.8987577413257,0,0
CASH_OUT,3508.248843356732,24588.7187319041,0,228.5328740255806,0,1
CASH_OUT,19047.66394981939,4206.405176388909,0,738.1013601937416,0,0
CASH_OUT,11612.982182250276,871.5747111587473,0,239.06874699146707,0,0
CASH_OUT,1371.6287467626391,834.5057399873216,0,203.82652117513348,0,0
CASH_OUT,19334.512943672828,4751.183217526168,0,401.3904611232865,0,0
PAYMENT,15904.228671811952,3313.472562641472,0,943.8758019621118,0,0
CASH_OUT,3312.8089520551284,4823.358362471099,0,583.7861292763116,0,0
TRANSFER,5807.257265221275,21883.384115465647,0,773.8286305952396,0,1
CASH_OUT,3587.600794453831,20382.201018684755,0,579.9911930736446,0,1
PAYMENT,1208.5660386933791,1081.5071004623721,0,151.96697152033238,0,0
PAYMENT,4622.49496583728,2947.041816762861,0,725.4731198093282,0,0
PAYMENT,13393.26468978598,1099.9706735415882,0,866.661333254999,0,0
PAYMENT,7751.864692754704,2061.315276699136,0,488.6263855969995,0,0
CASH_OUT,6783.285392082388,2812.399365709722,0,816.9803821136243,0,0
CASH_OUT,4841.964444006522,1509.7234090990796,0,554.0526316493522,0,0
TRANSFER,2668.6796533664888,16820.631288818553,0,561.5765914392921,0,1
CASH_OUT,11466.863760861983,4385.442100052231,0,225.50521258464414,0,0
CASH_OUT,9057.186187832089,4666.223184995828,0,693.9941051217854,0,0
CASH_OUT,9212.215873028721,2275.1572587748587,0,880.3541641410526,0,0
TRANSFER,6396.375340396486,20503.51278838751,0,562.5599020216373,0,1
PAYMENT,19335.78219583254,2495.475962762198,0,388.89734107680806,0,0
CASH_OUT,5408.764066116086,1037.88891296185,0,307.28730221458983,0,0
TRANSFER,4476.589346309907,18534.731920607206,0,384.069893830437,0,1
PAYMENT,14252.085741802546,530.584468637503,0,787.4708501801927,0,0
CASH_OUT,8949.784259480883,3094.45245478013,0,985.0066915728039,0,0
CASH_OUT,1024.3733483840688,23499.464959451885,0,442.80132636219633,0,1
CASH_OUT,1375.484749619892,3182.641922974536,0,765.6230594995684,0,0
CASH_OUT,7184.70996821809,23147.936675236586,0,475.65246160549026,0,1
PAYMENT,2762.1850853799633,4789.882254120676,0,165.39902882304102,0,0
CASH_OUT,2980.810594425452,17539.847533762535,0,889.9229609450634,0,1
CASH_OUT,3148.765939774217,17135.428544903414,0,470.02990283198835,0,1
PAYMENT,10231.794717139823,1126.9376707012086,0,879.6043275208091,0,0
PAYMENT,16022.73789676631,1587.4651436863332,0,161.2335826825027,0,0
PAYMENT,5429.070243000412,2445.039767770287,0,182.33876654871284,0,0
PAYMENT,7257.543668339048,3592.554545573073,0,381.55077777179804,0,0
TRANSFER,9936.491192046164,22777.174890725506,0,303.25566900105275,0,1
TRANSFER,7896.20925484341,18040.946359712838,0,830.4643130003682,0,1
CASH_OUT,9855.157275074473,24097.43686712684,0,866.6113047944875,0,1
TRANSFER,6960.861221856241,21096.819082757775,0,923.5886090410269,0,1
CASH_OUT,4880.89436377896,20692.979341347953,0,101.86886584007308,0,1
CASH_OUT,6213.8206250961475,23890.00610814666,0,612.3744859709818,0,1
CASH_OUT,8948.090392486703,621.8651015152298,0,504.34134261907303,0,0
CASH_OUT,2635.872379850748,20041.328419184385,0,390.5288141030653,0,1
TRANSFER,5985.815384980726,17979.549313168653,0,509.568071968346,0,1
TRANSFER,1955.9244482961058,22758.77254469693,0,827.161595298117,0,1
PAYMENT,8829.115466876092,674.4062099938211,0,549.593501684204,0,0
PAYMENT,9221.433240583492,2879.1829394782367,0,130.9391725165527,0,0
PAYMENT,17337.05580649369,2746.339029199987,0,366.8838306582358,0,0
TRANSFER,7224.790617759863,22950.115369284704,0,247.01900476884083,0,1
TRANSFER,5396.882197962314,20241.962710633074,0,700.2418758014953,0,1
TRANSFER,6846.0040608126565,23679.9959189509,0,845.3672823911077,0,1
PAYMENT,6383.293709432338,3296.8342581532183,0,297.8757607320792,0,0
PAYMENT,5274.9560010234345,2232.761250735328,0,948.6845056640221,0,0
PAYMENT,9133.13011479374,2781.498290645063,0,614.9547656053927,0,0
CASH_OUT,12818.246155194656,2034.3288813934485,0,997.9050369381932,0,0
CASH_OUT,6426.035943448917,21542.20462029013,0,998.3799168990558,0,1
TRANSFER,8527.407196693595,24744.393106384756,0,978.0417272409871,0,1
TRANSFER,7128.579622632185,23793.244633625607,0,562.8043101393798,0,1
CASH_OUT,19651.40335396483,4603.183562927511,0,495.2175947243655,0,0
TRANSFER,1873.1639641338052,15642.38575857126,0,633.42645997859,0,1
PAYMENT,8595.205083683722,2610.6122287304756,0,935.6999796047223,0,0
CASH_OUT,8019.410892977067,4691.6554666850625,0,404.4078705855564,0,0
PAYMENT,9609.560362771403,2098.7778840661517,0,714.2605571045801,0,0
CASH_OUT,6207.9283523265285,756.9245205857467,0,408.74655926768554,0,0
CASH_OUT,891.9628339794857,3189.570509855566,0,882.7262963664705,0,0
CASH_OUT,19662.987522334926,2722.9061711308455,0,882.4170708931126,0,0
CASH_OUT,4968.63558663379,2395.853967350141,0,854.9554030887433,0,0
CASH_OUT,8978.370203497674,3522.471039490544,0,400.51222437389856,0,0
CASH_OUT,8384.567538088982,22600.34901803174,0,143.88968693182636,0,1
PAYMENT,12674.415169013015,2871.7257042165365,0,624.2803996966624,0,0
CASH_OUT,11690.458030077089,1339.6554359292538,0,269.40897979214105,0,0
CASH_OUT,9530.164594130114,18965.905743863295,0,212.3830692153304,0,1
CASH_OUT,11498.128506070221,4187.730584237235,0,394.0650015117702,0,0
PAYMENT,19896.02159602073,4849.515133498145,0,496.6651369758372,0,0
CASH_OUT,6226.803991500932,22416.84128991823,0,707.7077538058337,0,1
CASH_OUT,3554.181487373942,21938.631618757325,0,375.23216015529755,0,1
PAYMENT,19258.378418836666,3327.5620289725,0,265.69119102486127,0,0
TRANSFER,6420.306721395315,18223.24824469425,0,799.2043733843853,0,1
CASH_OUT,8510.12427570487,15562.139054598785,0,772.7685730718543,0,1
CASH_OUT,6068.7759469814655,586.2554938624,0,488.79043431709675,0,0
TRANSFER,6218.135594496595,16665.03547049515,0,740.9981846594428,0,1
CASH_OUT,6591.038774321506,15480.789684864501,0,535.2171271334807,0,1
CASH_OUT,7830.791486686276,20006.19532333931,0,920.6066011435943,0,1
TRANSFER,3280.41458946401,23950.765591618452,0,616.5362225106841,0,1
PAYMENT,15121.06642141039,1892.5815940078205,0,503.1744907439709,0,0
CASH_OUT,146.23578202541242,4927.68923064081,0,915.5237825147315,0,0
TRANSFER,3270.904698373707,24152.89940379274,0,339.1170083796371,0,1
PAYMENT,18951.26998845933,1425.2966946470349,0,652.3148689558692,0,0
CASH_OUT,5075.950243739606,24457.151084410245,0,709.1380392670422,0,1
CASH_OUT,1513.6446859264906,4182.385179538864,0,402.1141605785575,0,0
CASH_OUT,8516.576520457,4080.102693159139,0,227.24519879470617,0,0
TRANSFER,7602.7855632800365,23400.188319206987,0,590.4840502900162,0,1
CASH_OUT,8393.241274985718,18540.64562355094,0,690.2386905946536,0,1
PAYMENT,4444.231925049095,746.1192855932045,0,115.9030403158905,0,0
CASH_OUT,5100.101037910979,23909.738846907036,0,612.5475326667183,0,1
CASH_OUT,6900.801962285953,1325.406395740802,0,106.1566733335272,0,0
PAYMENT,19713.454605660725,3590.0537527585825,0,319.2533127839748,0,0
PAYMENT,4549.891133874029,4356.936228244622,0,835.3963892500851,0,0
PAYMENT,8659.840368726844,2469.9427474465783,0,379.33380019730805,0,0
CASH_OUT,9040.56348443733,4732.237393308548,0,957.5509502535259,0,0
TRANSFER,3275.536606212603,15672.846129215146,0,341.1975401959402,0,1
PAYMENT,3334.9679980351602,2072.852605262291,0,384.1490167934397,0,0
PAYMENT,7568.894780882974,3320.3900684404907,0,231.4869089871882,0,0
CASH_OUT,18714.95400652583,4909.115909214222,0,881.6975477072539,0,0
CASH_OUT,1152.215199294466,24095.644273803013,0,342.6670078904645,0,1
PAYMENT,16129.371316041663,845.5805792903029,0,472.3354287190274,0,0
CASH_OUT,18324.705528995804,2762.939840295132,0,815.5992542740522,0,0
TRANSFER,4098.7722998796335,15617.623862901997,0,760.9150318017662,0,1
CASH_OUT,5507.180218073776,4171.80105236843,0,440.4840464487335,0,0
CASH_OUT,4594.89051127769,19189.29223937419,0,563.1056113134686,0,1
PAYMENT,19724.918265945525,4193.820541684079,0,353.32957220582745,0,0
TRANSFER,6921.545372034633,22274.770779964965,0,807.85514217531,0,1
TRANSFER,8586.509342105775,19458.86619859808,0,737.7251911910427,0,1
PAYMENT,7280.045596422251,3887.813637911228,0,550.0305240126472,0,0
CASH_OUT,5813.195196530733,24962.244930446388,0,527.0802063601966,0,1
PAYMENT,6960.918361307496,2256.3299624574674,0,901.9195146704903,0,0
CASH_OUT,12125.65795444743,3335.0840627847233,0,475.644647620426,0,0
CASH_OUT,1259.2106249186684,21437.19806324946,0,349.42991668602383,0,1
PAYMENT,14747.104468478705,1940.072508893263,0,555.4402231706529,0,0
TRANSFER,2731.1172683852355,22173.727740629736,0,697.9054299451141,0,1
CASH_OUT,2963.135492256625,538.7855116630112,0,117.97563932022531,0,0
CASH_OUT,10550.562492821406,1398.329634469629,0,775.4897473783639,0,0
PAYMENT,8909.604669151973,3794.986428405,0,309.7170679571513,0,0
CASH_OUT,3639.8927688165427,2082.7405010554353,0,496.1622958274738,0,0
TRANSFER,4740.650038262396,17583.004291275924,0,880.3104462195404,0,1
PAYMENT,1152.8579220862212,3655.1489898499403,0,150.15518713088602,0,0
PAYMENT,19913.33901581955,2660.825818678495,0,537.2970455706518,0,0
PAYMENT,17392.286189915834,4570.037652031222,0,100.67293753347796,0,0
PAYMENT,9898.104269154854,1365.4209775295774,0,517.5426371094018,0,0
CASH_OUT,8485.521681745806,19631.994363089205,0,538.1453907471132,0,1
CASH_OUT,10904.514845337622,1082.212776350154,0,438.23909710714685,0,0
TRANSFER,5128.346041007844,16816.31421878822,0,372.15616627353,0,1
CASH_OUT,4656.990078673911,24265.853832183813,0,739.3796335111706,0,1
CASH_OUT,7702.872261970034,627.0294184281787,0,869.6488104743255,0,0
CASH_OUT,11757.587044883363,992.6706473104729,0,969.2530019268252,0,0
TRANSFER,9680.394025214688,17894.36368030022,0,531.6625870700123,0,1
CASH_OUT,12328.539259078332,4516.1109227840525,0,170.76403989078224,0,0
PAYMENT,8197.278784673494,1493.1458365340081,0,579.9775262128667,0,0
CASH_OUT,4320.416625799817,1575.489560951981,0,353.1561071977307,0,0
CASH_OUT,18508.784673296395,2147.5090306793804,0,193.27305383271602,0,0
PAYMENT,6836.28690056691,531.9131574846695,0,712.2256194973367,0,0
CASH_OUT,19607.198035548332,3425.509505386461,0,767.8202066917842,0,0
TRANSFER,6602.922914160535,18089.17722843766,0,431.85263992376133,0,1
PAYMENT,2403.62492030186,4298.836531208368,0,225.3721048371229,0,0
CASH_OUT,9729.157564828754,4538.895469349378,0,916.9851192851607,0,0
CASH_OUT,2940.4878871874025,23137.10270757308,0,295.3929065229013,0,1
PAYMENT,17017.641420232234,1801.1765050436793,0,957.0340705260913,0,0
TRANSFER,4393.069407628702,24649.28601501826,0,346.1878261017432,0,1
PAYMENT,19211.298814980393,700.6464173036479,0,228.75575745106215,0,0
TRANSFER,1129.3565659999988,15495.126297022935,0,639.4227284222225,0,1
CASH_OUT,10886.104439746548,2568.0333987748486,0,549.0711497987138,0,0
CASH_OUT,2130.238924391446,22655.433696892025,0,289.1727718469617,0,1
PAYMENT,13000.313386148659,1275.738629473248,0,885.1551070193334,0,0
PAYMENT,1767.4403537104063,3393.7744709301332,0,786.2806339979812,0,0
PAYMENT,5138.658249554924,4116.620533447861,0,836.0398662095715,0,0
PAYMENT,4210.034639042928,3807.6176709729443,0,879.8059569241374,0,0
CASH_OUT,10970.327242603933,902.6290526467425,0,476.1856769562222,0,0
PAYMENT,19265.57320486627,4628.952025683551,0,788.1114373834873,0,0
CASH_OUT,2160.12326566149,22199.968026274462,0,191.0490576517929,0,1
PAYMENT,18067.073666299788,3635.3966672093197,0,186.9765257483843,0,0
CASH_OUT,7422.942548009384,23736.780345607487,0,214.12161921408403,0,1
CASH_OUT,985.7298815958096,1801.1152328844244,0,506.1566594598759,0,0
TRANSFER,7829.813209761547,16057.96520272799,0,555.52586742518,0,1
PAYMENT,9543.43256815527,2126.692174198154,0,422.8543175914889,0,0
CASH_OUT,16979.24225820262,2718.4221970614008,0,524.7122595080707,0,0
CASH_OUT,1203.1164799305532,2993.8444295215604,0,629.1120924053331,0,0
CASH_OUT,11498.17294376847,1572.5174478259862,0,814.5595762440315,0,0
CASH_OUT,11193.075246555638,4902.488634547615,0,795.850922572263,0,0
CASH_OUT,2519.733604303318,19606.72791654993,0,376.3789690242238,0,1
CASH_OUT,8895.787625737321,17903.61885366681,0,173.80966708736887,0,1
TRANSFER,9689.661264112898,18773.484772303116,0,332.4041319339847,0,1
CASH_OUT,3483.539453414688,22310.10349139483,0,168.96016179298243,0,1
CASH_OUT,8436.766261880526,3991.392793412541,0,404.8596601969883,0,0
CASH_OUT,18349.827911449283,3125.4179681484097,0,516.3492729312806,0,0
CASH_OUT,17500.52083099578,2086.381585852328,0,750.4152170270379,0,0
PAYMENT,5707.7672728902,1703.8716361175404,0,567.2862771431141,0,0
CASH_OUT,2763.8216623158573,24437.663822120143,0,978.8406950330984,0,1
CASH_OUT,789.5491252989399,1072.5119912165483,0,923.2251043033514,0,0
PAYMENT,19783.593850263795,1692.7127933417748,0,704.8535523955619,0,0
TRANSFER,1990.6638416295148,18833.878636319983,0,853.4457677755231,0,1
PAYMENT,10243.548898234776,1850.3018730744798,0,236.13785601640834,0,0
TRANSFER,2806.4155862241296,23801.547329102592,0,275.49706376891777,0,1
CASH_OUT,2136.4103727278566,2347.244211638207,0,939.8736253441165,0,0
CASH_OUT,10703.65793243687,2620.9480734728077,0,982.9878620621586,0,0
PAYMENT,15684.884577655266,1256.531439189763,0,561.0345074886345,0,0
PAYMENT,19872.205639102453,1286.977712876882,0,705.379909174111,0,0
